POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
326,Umesh Yadav,18,12,150.0,2,1,RCB,DY Patil Stadium,2022-03-30,2022
327,Marcus Stoinis,24,15,160.0,2,1,RCB,DY Patil Stadium,2022-04-19,2022
328,Marcus Stoinis,38,17,223.52,2,4,RR,Wankhede Stadium,2022-04-10,2022
329,Glenn Maxwell,26,11,236.36,2,2,CSK,DY Patil Stadium,2022-04-12,2022
330,Glenn Maxwell,8,2,400.0,2,0,MI,Maharashtra Cricket Association Stadium,2022-04-09,2022
331,Glenn Maxwell,12,11,109.09,2,0,SRH,Brabourne - CCI,2022-04-23,2022
332,Mitchell Marsh,10,7,142.85,2,0,SRH,Brabourne - CCI,2022-05-05,2022
333,Mitchell Marsh,13,7,185.71,2,0,KKR,Wankhede Stadium,2022-04-28,2022
334,Ravichandran Ashwin,40,23,173.91,2,3,CSK,Brabourne - CCI,2022-05-20,2022
335,Ravindra Jadeja,23,15,153.33,2,1,SRH,DY Patil Stadium,2022-04-09,2022
336,Prithvi Shaw,24,23,104.34,2,1,MI,Wankhede Stadium,2022-05-21,2022
337,Hardik Pandya,10,6,166.66,2,0,SRH,Wankhede Stadium,2022-04-27,2022
338,Mayank Agarwal,15,13,115.38,2,0,RR,Wankhede Stadium,2022-05-07,2022
339,Mayank Agarwal,18,21,85.71,2,0,CSK,Wankhede Stadium,2022-04-25,2022
340,Mayank Agarwal,32,24,133.33,2,2,RCB,DY Patil Stadium,2022-03-27,2022
341,Mayank Agarwal,25,17,147.05,2,2,LSG,Maharashtra Cricket Association Stadium,2022-04-29,2022
342,MS Dhoni,16,6,266.66,2,1,LSG,Brabourne - CCI,2022-03-31,2022
343,Ambati Rayudu,13,21,61.9,2,0,PBKS,Brabourne - CCI,2022-04-03,2022
344,Ambati Rayudu,40,35,114.28,2,3,MI,DY Patil Stadium,2022-04-21,2022
345,Ambati Rayudu,27,20,135.0,2,2,LSG,Brabourne - CCI,2022-03-31,2022
346,Ambati Rayudu,10,14,71.42,2,0,MI,Wankhede Stadium,2022-05-12,2022
347,Shubman Gill,9,6,150.0,2,0,PBKS,DY Patil Stadium,2022-05-03,2022
348,Shubman Gill,13,14,92.85,2,0,RR,DY Patil Stadium,2022-04-14,2022
349,Kane Williamson,16,17,94.11,2,0,RCB,Brabourne - CCI,2022-04-23,2022
350,Kane Williamson,57,46,123.91,2,4,GT,DY Patil Stadium,2022-04-11,2022
351,Kane Williamson,47,37,127.02,2,2,CSK,Maharashtra Cricket Association Stadium,2022-05-01,2022
352,Kane Williamson,32,40,80.0,2,1,CSK,DY Patil Stadium,2022-04-09,2022
353,Trent Boult,17,9,188.88,2,0,LSG,Brabourne - CCI,2022-05-15,2022
354,Mitchell Santner,11,9,122.22,2,0,MI,DY Patil Stadium,2022-04-21,2022
355,James Neesham,14,12,116.66,2,0,LSG,Brabourne - CCI,2022-05-15,2022
356,Faf Du Plessis,8,11,72.72,2,0,DC,Wankhede Stadium,2022-04-16,2022
357,Faf Du Plessis,10,8,125.0,2,0,PBKS,Brabourne - CCI,2022-05-13,2022
358,Sam Billings,36,24,150.0,2,3,LSG,DY Patil Stadium,2022-05-18,2022
359,Shardul Thakur,24,19,126.31,2,1,CSK,DY Patil Stadium,2022-05-08,2022
360,Axar Patel,38,17,223.52,2,3,MI,Brabourne - CCI,2022-03-27,2022
361,Axar Patel,22,14,157.14,2,1,KKR,Brabourne - CCI,2022-04-10,2022
362,Axar Patel,8,4,200.0,2,0,GT,Maharashtra Cricket Association Stadium,2022-04-02,2022
363,Axar Patel,24,17,141.17,2,1,KKR,Wankhede Stadium,2022-04-28,2022
364,Axar Patel,17,20,85.0,2,0,PBKS,DY Patil Stadium,2022-05-16,2022
365,Harshal Patel,10,6,166.66,2,0,KKR,DY Patil Stadium,2022-03-30,2022
366,Harshal Patel,11,7,157.14,2,0,PBKS,Brabourne - CCI,2022-05-13,2022
367,Rahul Tewatia,17,12,141.66,2,0,KKR,DY Patil Stadium,2022-04-23,2022
368,Arshdeep Singh,9,17,52.94,2,0,DC,Brabourne - CCI,2022-04-20,2022
369,David Miller,20,15,133.33,2,0,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
370,Nicholas Pooran,34,18,188.88,2,2,GT,DY Patil Stadium,2022-04-11,2022
371,Nicholas Pooran,19,14,135.71,2,1,RCB,Wankhede Stadium,2022-05-08,2022
372,Nicholas Pooran,38,22,172.72,2,3,MI,Wankhede Stadium,2022-05-17,2022
373,Nicholas Pooran,62,34,182.35,2,6,DC,Brabourne - CCI,2022-05-05,2022
374,Simran Singh,14,11,127.27,2,0,SRH,DY Patil Stadium,2022-04-17,2022
375,Varun Chakaravarthy,10,16,62.5,2,0,RCB,DY Patil Stadium,2022-03-30,2022
376,Andre Russell,70,31,225.8,2,8,PBKS,Wankhede Stadium,2022-04-01,2022
377,Nitish Rana,21,17,123.52,2,1,CSK,Wankhede Stadium,2022-03-26,2022
378,Rinku Singh,23,19,121.05,2,1,MI,DY Patil Stadium,2022-05-09,2022
379,Rinku Singh,40,15,266.66,2,4,LSG,DY Patil Stadium,2022-05-18,2022
380,Robin Uthappa,30,25,120.0,2,2,MI,DY Patil Stadium,2022-04-21,2022
381,Robin Uthappa,13,10,130.0,2,0,PBKS,Brabourne - CCI,2022-04-03,2022
382,Robin Uthappa,28,21,133.33,2,2,KKR,Wankhede Stadium,2022-03-26,2022
383,Evin Lewis,10,9,111.11,2,0,GT,Wankhede Stadium,2022-03-28,2022
384,Ishan Kishan,13,17,76.47,2,0,LSG,Brabourne - CCI,2022-04-16,2022
385,Quinton De Kock,39,32,121.87,2,1,RR,Wankhede Stadium,2022-04-10,2022
386,Rahul Chahar,25,24,104.16,2,1,DC,DY Patil Stadium,2022-05-16,2022
387,Rahul Chahar,22,14,157.14,2,1,GT,Brabourne - CCI,2022-04-08,2022
388,Jaydev Unadkat,14,6,233.33,2,1,LSG,Brabourne - CCI,2022-04-16,2022
389,Liam Livingstone,49,22,222.72,2,5,SRH,Wankhede Stadium,2022-05-22,2022
390,Liam Livingstone,30,10,300.0,2,3,GT,DY Patil Stadium,2022-05-03,2022
391,Mahipal Lomror,16,8,200.0,2,1,GT,Brabourne - CCI,2022-04-30,2022
392,Mahipal Lomror,14,9,155.55,2,0,LSG,Eden Gardens,2022-05-25,2022
393,Rahul Tripathi,16,10,160.0,2,1,GT,Wankhede Stadium,2022-04-27,2022
394,Rahul Tripathi,22,18,122.22,2,1,DC,Brabourne - CCI,2022-05-05,2022
395,Riyan Parag,12,9,133.33,2,0,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
396,Sanju Samson,13,12,108.33,2,0,LSG,Wankhede Stadium,2022-04-10,2022
397,Sanju Samson,15,20,75.0,2,0,CSK,Brabourne - CCI,2022-05-20,2022
398,Sanju Samson,14,11,127.27,2,0,GT,Narendra Modi Stadium,2022-05-29,2022
399,Shashank Singh,10,6,166.66,2,0,DC,Brabourne - CCI,2022-05-05,2022
400,Shreyas Gopal,9,7,128.57,2,0,DC,Brabourne - CCI,2022-05-05,2022
401,Devdutt Padikkal,37,29,127.58,2,2,RCB,Wankhede Stadium,2022-04-05,2022
402,Devdutt Padikkal,28,20,140.0,2,2,GT,Eden Gardens,2022-05-24,2022
403,Moeen Ali,9,4,225.0,2,0,DC,DY Patil Stadium,2022-05-08,2022
404,Moeen Ali,34,27,125.92,2,2,RCB,Maharashtra Cricket Association Stadium,2022-05-04,2022
405,Shimron Hetmyer,11,12,91.66,2,0,GT,Narendra Modi Stadium,2022-05-29,2022
406,Shimron Hetmyer,26,13,200.0,2,2,KKR,Brabourne - CCI,2022-04-18,2022
407,Shimron Hetmyer,29,17,170.58,2,1,GT,DY Patil Stadium,2022-04-14,2022
408,Shimron Hetmyer,32,13,246.15,2,3,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
409,Shivam Dube,32,19,168.42,2,2,DC,DY Patil Stadium,2022-05-08,2022
410,Shivam Dube,19,17,111.76,2,0,GT,Maharashtra Cricket Association Stadium,2022-04-17,2022
411,Abhishek Sharma,13,11,118.18,2,0,LSG,DY Patil Stadium,2022-04-04,2022
412,Jonny Bairstow,8,8,100.0,2,0,GT,Brabourne - CCI,2022-04-08,2022
413,Jonny Bairstow,12,10,120.0,2,0,SRH,DY Patil Stadium,2022-04-17,2022
414,Jonny Bairstow,9,8,112.5,2,0,DC,Brabourne - CCI,2022-04-20,2022
415,Rashid Khan,40,21,190.47,2,3,CSK,Maharashtra Cricket Association Stadium,2022-04-17,2022
416,Wriddhiman Saha,25,25,100.0,2,1,KKR,DY Patil Stadium,2022-04-23,2022
417,Jason Holder,8,14,57.14,2,0,RR,Wankhede Stadium,2022-04-10,2022
418,Aiden Markram,21,17,123.52,2,0,PBKS,Wankhede Stadium,2022-05-22,2022
419,Aiden Markram,56,40,140.0,2,3,GT,Wankhede Stadium,2022-04-27,2022
420,Dwaine Pretorius,22,14,157.14,2,1,MI,DY Patil Stadium,2022-04-21,2022
421,Rovman Powell,20,12,166.66,2,1,GT,Maharashtra Cricket Association Stadium,2022-04-02,2022
422,Srikar Bharat,8,5,160.0,2,0,CSK,DY Patil Stadium,2022-05-08,2022
423,Romario Shepherd,26,15,173.33,2,2,PBKS,Wankhede Stadium,2022-05-22,2022
424,Bhanuka Rajapaksa,43,22,195.45,2,4,RCB,DY Patil Stadium,2022-03-27,2022
425,Bhanuka Rajapaksa,27,18,150.0,2,2,RR,Wankhede Stadium,2022-05-07,2022
426,Bhanuka Rajapaksa,42,32,131.25,2,2,CSK,Wankhede Stadium,2022-04-25,2022
427,Wanindu Hasaranga,18,13,138.46,2,0,RR,Maharashtra Cricket Association Stadium,2022-04-26,2022
428,Yashasvi Jaiswal,20,16,125.0,2,1,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
429,Anuj Rawat,66,47,140.42,2,6,MI,Maharashtra Cricket Association Stadium,2022-04-09,2022
430,Anuj Rawat,21,20,105.0,2,1,PBKS,DY Patil Stadium,2022-03-27,2022
431,Lalit Yadav,25,22,113.63,2,1,GT,Maharashtra Cricket Association Stadium,2022-04-02,2022
432,Matthew Wade,20,15,133.33,2,0,CSK,Wankhede Stadium,2022-05-15,2022
433,Matthew Wade,16,13,123.07,2,1,RCB,Wankhede Stadium,2022-05-19,2022
434,Matthew Wade,10,7,142.85,2,0,LSG,Maharashtra Cricket Association Stadium,2022-05-10,2022
435,Venkatesh Iyer,16,16,100.0,2,0,CSK,Wankhede Stadium,2022-03-26,2022
436,Venkatesh Iyer,17,17,100.0,2,0,GT,DY Patil Stadium,2022-04-23,2022
437,Shahrukh Khan,19,10,190.0,2,1,SRH,Wankhede Stadium,2022-05-22,2022
438,Dushmantha Chameera,13,7,185.71,2,0,RR,Wankhede Stadium,2022-04-10,2022
439,Tim David,34,11,309.09,2,4,DC,Wankhede Stadium,2022-05-21,2022
440,Tim David,44,21,209.52,2,4,GT,Brabourne - CCI,2022-05-06,2022
441,Tim David,20,9,222.22,2,1,RR,DY Patil Stadium,2022-04-30,2022
442,Dewald Brevis,29,19,152.63,2,2,KKR,Maharashtra Cricket Association Stadium,2022-04-06,2022
443,Abhinav Manohar,12,12,100.0,2,0,CSK,Maharashtra Cricket Association Stadium,2022-04-17,2022
444,Sai Sudharsan,20,14,142.85,2,0,RCB,Brabourne - CCI,2022-04-30,2022
445,Sai Sudharsan,11,9,122.22,2,0,SRH,DY Patil Stadium,2022-04-11,2022
446,B Indrajith,15,16,93.75,2,0,RR,Wankhede Stadium,2022-05-02,2022
447,Ayush Badoni,13,13,100.0,2,0,RCB,DY Patil Stadium,2022-04-19,2022
448,Ramandeep Singh,13,6,216.66,2,0,DC,Wankhede Stadium,2022-05-21,2022
449,Hrithik Shokeen,18,23,78.26,2,0,CSK,Wankhede Stadium,2022-05-12,2022
450,Tilak Varma,26,26,100.0,2,0,LSG,Brabourne - CCI,2022-04-16,2022
451,Tilak Varma,21,16,131.25,2,0,GT,Brabourne - CCI,2022-05-06,2022
452,Tilak Varma,38,27,140.74,2,2,LSG,Wankhede Stadium,2022-04-24,2022
453,Jitesh Sharma,30,15,200.0,2,2,MI,Maharashtra Cricket Association Stadium,2022-04-13,2022
454,Jitesh Sharma,9,5,180.0,2,0,RCB,Brabourne - CCI,2022-05-13,2022
455,Jitesh Sharma,11,8,137.5,2,0,SRH,DY Patil Stadium,2022-04-17,2022
456,Virat Kohli,12,14,85.71,1,0,DC,Wankhede Stadium,2022-04-16,2022
457,Virat Kohli,41,29,141.37,1,2,PBKS,DY Patil Stadium,2022-03-27,2022
458,Aaron Finch,14,14,100.0,1,0,LSG,Maharashtra Cricket Association Stadium,2022-05-07,2022
459,Rohit Sharma,6,7,85.71,1,0,LSG,Brabourne - CCI,2022-04-16,2022
460,Shikhar Dhawan,8,11,72.72,1,0,SRH,DY Patil Stadium,2022-04-17,2022
461,Shikhar Dhawan,16,15,106.66,1,1,KKR,Wankhede Stadium,2022-04-01,2022
462,Shikhar Dhawan,9,10,90.0,1,0,DC,Brabourne - CCI,2022-04-20,2022
463,Shreyas Iyer,20,19,105.26,1,0,CSK,Wankhede Stadium,2022-03-26,2022
464,Shreyas Iyer,6,8,75.0,1,0,MI,DY Patil Stadium,2022-05-09,2022
465,Shreyas Iyer,12,15,80.0,1,1,GT,DY Patil Stadium,2022-04-23,2022
466,Shreyas Iyer,6,9,66.66,1,0,LSG,Maharashtra Cricket Association Stadium,2022-05-07,2022
467,Dinesh Karthik,11,11,100.0,1,0,PBKS,Brabourne - CCI,2022-05-13,2022
468,Dinesh Karthik,14,7,200.0,1,1,KKR,DY Patil Stadium,2022-03-30,2022
469,Dinesh Karthik,30,8,375.0,1,4,SRH,Wankhede Stadium,2022-05-08,2022
470,Dinesh Karthik,26,17,152.94,1,2,CSK,Maharashtra Cricket Association Stadium,2022-05-04,2022
471,Dinesh Karthik,6,4,150.0,1,0,RR,Maharashtra Cricket Association Stadium,2022-04-26,2022
472,Kuldeep Yadav,16,8,200.0,1,1,LSG,Wankhede Stadium,2022-05-01,2022
473,Bhuvneshwar Kumar,5,3,166.66,1,0,DC,Brabourne - CCI,2022-05-05,2022
474,Bhuvneshwar Kumar,6,7,85.71,1,0,KKR,Maharashtra Cricket Association Stadium,2022-05-14,2022
475,Bhuvneshwar Kumar,8,9,88.88,1,0,RCB,Wankhede Stadium,2022-05-08,2022
476,Manish Pandey,6,8,75.0,1,0,RCB,DY Patil Stadium,2022-04-19,2022
477,Manish Pandey,6,5,120.0,1,0,GT,Wankhede Stadium,2022-03-28,2022
478,Manish Pandey,11,10,110.0,1,1,SRH,DY Patil Stadium,2022-04-04,2022
479,Krunal Pandya,7,7,100.0,1,0,PBKS,Maharashtra Cricket Association Stadium,2022-04-29,2022
480,Krunal Pandya,25,23,108.69,1,1,RR,Brabourne - CCI,2022-05-15,2022
481,Krunal Pandya,6,3,200.0,1,0,SRH,DY Patil Stadium,2022-04-04,2022
482,Krunal Pandya,5,5,100.0,1,0,GT,Maharashtra Cricket Association Stadium,2022-05-10,2022
483,Rishabh Pant,26,16,162.5,1,3,SRH,Brabourne - CCI,2022-05-05,2022
484,K L Rahul,8,16,50.0,1,0,GT,Maharashtra Cricket Association Stadium,2022-05-10,2022
485,K L Rahul,24,25,96.0,1,1,DC,DY Patil Stadium,2022-04-07,2022
486,K L Rahul,6,11,54.54,1,0,PBKS,Maharashtra Cricket Association Stadium,2022-04-29,2022
487,Washington Sundar,18,14,128.57,1,0,LSG,DY Patil Stadium,2022-04-04,2022
488,Umesh Yadav,21,9,233.33,1,2,RR,Brabourne - CCI,2022-04-18,2022
489,Umesh Yadav,15,15,100.0,1,1,GT,DY Patil Stadium,2022-04-23,2022
490,Marcus Stoinis,27,17,158.82,1,2,RR,Brabourne - CCI,2022-05-15,2022
491,Marcus Stoinis,28,14,200.0,1,3,KKR,Maharashtra Cricket Association Stadium,2022-05-07,2022
492,Marcus Stoinis,17,16,106.25,1,1,DC,Wankhede Stadium,2022-05-01,2022
493,Glenn Maxwell,24,13,184.61,1,2,RR,Narendra Modi Stadium,2022-05-27,2022
494,Pat Cummins,4,3,133.33,1,0,DC,Brabourne - CCI,2022-04-10,2022
495,Josh Hazlewood,7,4,175.0,1,0,PBKS,Brabourne - CCI,2022-05-13,2022
496,Ajinkya Rahane,8,14,57.14,1,0,DC,Brabourne - CCI,2022-04-10,2022
497,Ajinkya Rahane,9,10,90.0,1,0,RCB,DY Patil Stadium,2022-03-30,2022
498,Ravichandran Ashwin,10,7,142.85,1,0,LSG,Brabourne - CCI,2022-05-15,2022
499,Ravindra Jadeja,21,16,131.25,1,1,PBKS,Wankhede Stadium,2022-04-25,2022
500,Prithvi Shaw,5,7,71.42,1,0,LSG,Wankhede Stadium,2022-05-01,2022
501,Prithvi Shaw,10,7,142.85,1,0,GT,Maharashtra Cricket Association Stadium,2022-04-02,2022
502,Prithvi Shaw,16,13,123.07,1,1,RCB,Wankhede Stadium,2022-04-16,2022
503,Hardik Pandya,7,6,116.66,1,0,CSK,Wankhede Stadium,2022-05-15,2022
504,Mayank Agarwal,4,2,200.0,1,0,CSK,Brabourne - CCI,2022-04-03,2022
505,Mayank Agarwal,5,9,55.55,1,0,GT,Brabourne - CCI,2022-04-08,2022
506,MS Dhoni,8,7,114.28,1,0,SRH,Maharashtra Cricket Association Stadium,2022-05-01,2022
507,MS Dhoni,21,8,262.5,1,2,DC,DY Patil Stadium,2022-05-08,2022
508,MS Dhoni,26,28,92.85,1,1,RR,Brabourne - CCI,2022-05-20,2022
509,MS Dhoni,23,28,82.14,1,1,PBKS,Brabourne - CCI,2022-04-03,2022
510,MS Dhoni,12,8,150.0,1,1,PBKS,Wankhede Stadium,2022-04-25,2022
511,Ambati Rayudu,5,6,83.33,1,0,DC,DY Patil Stadium,2022-05-08,2022
512,Ambati Rayudu,15,17,88.23,1,1,KKR,Wankhede Stadium,2022-03-26,2022
513,Vijay Shankar,13,20,65.0,1,0,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
514,Shubman Gill,7,9,77.77,1,0,SRH,DY Patil Stadium,2022-04-11,2022
515,Shubman Gill,7,5,140.0,1,0,KKR,DY Patil Stadium,2022-04-23,2022
516,Shubman Gill,22,24,91.66,1,1,SRH,Wankhede Stadium,2022-04-27,2022
517,Mohammed Siraj,5,5,100.0,1,0,RR,Maharashtra Cricket Association Stadium,2022-04-26,2022
518,Mohammed Siraj,9,13,69.23,1,0,PBKS,Brabourne - CCI,2022-05-13,2022
519,Kane Williamson,8,7,114.28,1,0,MI,Wankhede Stadium,2022-05-17,2022
520,Kane Williamson,4,11,36.36,1,0,DC,Brabourne - CCI,2022-05-05,2022
521,Kane Williamson,9,17,52.94,1,0,KKR,Maharashtra Cricket Association Stadium,2022-05-14,2022
522,Kane Williamson,5,8,62.5,1,0,GT,Wankhede Stadium,2022-04-27,2022
523,Kane Williamson,16,16,100.0,1,1,LSG,DY Patil Stadium,2022-04-04,2022
524,Lockie Ferguson,5,3,166.66,1,0,PBKS,DY Patil Stadium,2022-05-03,2022
525,Mitchell Santner,9,15,60.0,1,0,PBKS,Wankhede Stadium,2022-04-25,2022
526,James Neesham,17,15,113.33,1,0,GT,DY Patil Stadium,2022-04-14,2022
527,Daryl Mitchell,17,20,85.0,1,0,MI,DY Patil Stadium,2022-04-30,2022
528,Dwayne Bravo,8,5,160.0,1,0,SRH,DY Patil Stadium,2022-04-09,2022
529,Faf Du Plessis,5,7,71.42,1,0,SRH,Brabourne - CCI,2022-04-23,2022
530,Faf Du Plessis,5,4,125.0,1,0,KKR,DY Patil Stadium,2022-03-30,2022
531,Faf Du Plessis,16,24,66.66,1,0,MI,Maharashtra Cricket Association Stadium,2022-04-09,2022
532,Ruturaj Gaikwad,7,6,116.66,1,0,MI,Wankhede Stadium,2022-05-12,2022
533,Sam Billings,24,23,104.34,1,1,PBKS,Wankhede Stadium,2022-04-01,2022
534,Sam Billings,4,4,100.0,1,0,GT,DY Patil Stadium,2022-04-23,2022
535,Sam Billings,25,22,113.63,1,1,CSK,Wankhede Stadium,2022-03-26,2022
536,Sam Billings,15,9,166.66,1,1,DC,Brabourne - CCI,2022-04-10,2022
537,Shardul Thakur,29,11,263.63,1,3,KKR,Brabourne - CCI,2022-04-10,2022
538,Axar Patel,10,7,142.85,1,0,RCB,Wankhede Stadium,2022-04-16,2022
539,Axar Patel,42,24,175.0,1,3,LSG,Wankhede Stadium,2022-05-01,2022
540,Kagiso Rabada,12,12,100.0,1,0,CSK,Brabourne - CCI,2022-04-03,2022
541,Rahul Tewatia,14,8,175.0,1,1,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
542,Rahul Tewatia,6,4,150.0,1,0,SRH,DY Patil Stadium,2022-04-11,2022
543,Sherfane Rutherford,28,40,70.0,1,1,KKR,DY Patil Stadium,2022-03-30,2022
544,Arshdeep Singh,10,5,200.0,1,0,GT,Brabourne - CCI,2022-04-08,2022
545,David Miller,27,20,135.0,1,2,KKR,DY Patil Stadium,2022-04-23,2022
546,David Miller,19,14,135.71,1,1,MI,Brabourne - CCI,2022-05-06,2022
547,David Miller,6,4,150.0,1,0,PBKS,Brabourne - CCI,2022-04-08,2022
548,David Miller,17,19,89.47,1,0,SRH,Wankhede Stadium,2022-04-27,2022
549,David Miller,26,24,108.33,1,1,LSG,Maharashtra Cricket Association Stadium,2022-05-10,2022
550,David Miller,30,21,142.85,1,2,LSG,Wankhede Stadium,2022-03-28,2022
551,David Miller,15,20,75.0,1,0,CSK,Wankhede Stadium,2022-05-15,2022
552,Harpreet Brar,14,18,77.77,1,1,KKR,Wankhede Stadium,2022-04-01,2022
553,Karun Nair,13,13,100.0,1,0,KKR,Wankhede Stadium,2022-05-02,2022
554,Murugan Ashwin,6,8,75.0,1,0,RR,DY Patil Stadium,2022-04-02,2022
555,Nicholas Pooran,5,2,250.0,1,0,CSK,DY Patil Stadium,2022-04-09,2022
556,Nicholas Pooran,35,30,116.66,1,1,PBKS,DY Patil Stadium,2022-04-17,2022
557,Sarfaraz Khan,12,13,92.3,1,0,PBKS,Brabourne - CCI,2022-04-20,2022
558,Andre Russell,48,25,192.0,1,6,GT,DY Patil Stadium,2022-04-23,2022
559,Andre Russell,11,5,220.0,1,1,MI,Maharashtra Cricket Association Stadium,2022-04-06,2022
560,Andre Russell,25,18,138.88,1,3,RCB,DY Patil Stadium,2022-03-30,2022
561,Nitish Rana,10,5,200.0,1,1,RCB,DY Patil Stadium,2022-03-30,2022
562,Nitish Rana,26,16,162.5,1,3,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
563,Nitish Rana,18,11,163.63,1,1,RR,Brabourne - CCI,2022-04-18,2022
564,Robin Uthappa,15,11,136.36,1,0,SRH,DY Patil Stadium,2022-04-09,2022
565,Sunil Narine,4,2,200.0,1,0,DC,Brabourne - CCI,2022-04-10,2022
566,Sunil Narine,5,5,100.0,1,0,GT,DY Patil Stadium,2022-04-23,2022
567,Sunil Narine,12,8,150.0,1,1,RCB,DY Patil Stadium,2022-03-30,2022
568,Anmolpreet Singh,5,4,125.0,1,0,RR,DY Patil Stadium,2022-04-02,2022
569,Ishan Kishan,6,5,120.0,1,0,CSK,Wankhede Stadium,2022-05-12,2022
570,Ishan Kishan,14,21,66.66,1,0,KKR,Maharashtra Cricket Association Stadium,2022-04-06,2022
571,Kieron Pollard,25,14,178.57,1,2,LSG,Brabourne - CCI,2022-04-16,2022
572,Kieron Pollard,14,9,155.55,1,1,CSK,DY Patil Stadium,2022-04-21,2022
573,Kieron Pollard,10,11,90.9,1,0,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
574,Quinton De Kock,7,8,87.5,1,0,RR,Brabourne - CCI,2022-05-15,2022
575,Quinton De Kock,7,9,77.77,1,0,GT,Wankhede Stadium,2022-03-28,2022
576,Rahul Chahar,4,4,100.0,1,0,LSG,Maharashtra Cricket Association Stadium,2022-04-29,2022
577,Rahul Chahar,12,8,150.0,1,1,CSK,Brabourne - CCI,2022-04-03,2022
578,Rahul Chahar,12,12,100.0,1,1,DC,Brabourne - CCI,2022-04-20,2022
579,Rasikh Salam,7,6,116.66,1,0,DC,Brabourne - CCI,2022-04-10,2022
580,Suryakumar Yadav,7,7,100.0,1,0,LSG,Wankhede Stadium,2022-04-24,2022
581,Suryakumar Yadav,43,30,143.33,1,4,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
582,Jaydev Unadkat,13,14,92.85,1,0,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
583,Jaydev Unadkat,19,9,211.11,1,1,CSK,DY Patil Stadium,2022-04-21,2022
584,Jos Buttler,13,11,118.18,1,1,LSG,Wankhede Stadium,2022-04-10,2022
585,Jos Buttler,7,11,63.63,1,0,DC,DY Patil Stadium,2022-05-11,2022
586,Jos Buttler,8,9,88.88,1,0,RCB,Maharashtra Cricket Association Stadium,2022-04-26,2022
587,Liam Livingstone,19,16,118.75,1,1,KKR,Wankhede Stadium,2022-04-01,2022
588,Liam Livingstone,22,14,157.14,1,2,RR,Wankhede Stadium,2022-05-07,2022
589,Liam Livingstone,19,7,271.42,1,2,CSK,Wankhede Stadium,2022-04-25,2022
590,Manan Vohra,19,11,172.72,1,2,RCB,Eden Gardens,2022-05-25,2022
591,Rahul Tripathi,20,18,111.11,1,1,PBKS,Wankhede Stadium,2022-05-22,2022
592,Rahul Tripathi,17,11,154.54,1,1,GT,DY Patil Stadium,2022-04-11,2022
593,Rahul Tripathi,9,12,75.0,1,0,KKR,Maharashtra Cricket Association Stadium,2022-05-14,2022
594,Riyan Parag,15,15,100.0,1,0,GT,Narendra Modi Stadium,2022-05-29,2022
595,Riyan Parag,18,16,112.5,1,1,GT,DY Patil Stadium,2022-04-14,2022
596,Riyan Parag,5,3,166.66,1,0,KKR,Brabourne - CCI,2022-04-18,2022
597,Riyan Parag,10,10,100.0,1,0,CSK,Brabourne - CCI,2022-05-20,2022
598,Riyan Parag,19,12,158.33,1,2,KKR,Wankhede Stadium,2022-05-02,2022
599,Riyan Parag,5,4,125.0,1,0,MI,DY Patil Stadium,2022-04-02,2022
600,Sanju Samson,6,4,150.0,1,0,DC,DY Patil Stadium,2022-05-11,2022
601,Sanju Samson,27,21,128.57,1,3,RCB,Maharashtra Cricket Association Stadium,2022-04-26,2022
602,Sanju Samson,30,21,142.85,1,3,MI,DY Patil Stadium,2022-04-02,2022
603,Sanju Samson,23,21,109.52,1,2,RCB,Narendra Modi Stadium,2022-05-27,2022
604,Shashank Singh,15,14,107.14,1,0,CSK,Maharashtra Cricket Association Stadium,2022-05-01,2022
605,Shashank Singh,11,12,91.66,1,0,KKR,Maharashtra Cricket Association Stadium,2022-05-14,2022
606,Shashank Singh,25,6,416.66,1,3,GT,Wankhede Stadium,2022-04-27,2022
607,Devdutt Padikkal,7,7,100.0,1,0,MI,DY Patil Stadium,2022-04-02,2022
608,Shimron Hetmyer,27,13,207.69,1,2,KKR,Wankhede Stadium,2022-05-02,2022
609,Shimron Hetmyer,59,36,163.88,1,6,LSG,Wankhede Stadium,2022-04-10,2022
610,Shimron Hetmyer,6,7,85.71,1,0,CSK,Brabourne - CCI,2022-05-20,2022
611,Shivam Dube,10,9,111.11,1,0,MI,Wankhede Stadium,2022-05-12,2022
612,Shivam Dube,8,7,114.28,1,0,PBKS,Wankhede Stadium,2022-04-25,2022
613,Abhishek Sharma,9,19,47.36,1,0,RR,Maharashtra Cricket Association Stadium,2022-03-29,2022
614,Abhishek Sharma,9,10,90.0,1,0,MI,Wankhede Stadium,2022-05-17,2022
615,Abhishek Sharma,7,6,116.66,1,0,DC,Brabourne - CCI,2022-05-05,2022
616,David Warner,5,6,83.33,1,0,MI,Wankhede Stadium,2022-05-21,2022
